entry_id,pretty_formula
mp-1747,K2Te
mp-1184905,K
mp-2652,Y2O3
mp-112,Y
mp-8409,KYO2
mp-1747,K2Te
mp-1184905,K
mp-2652,Y2O3
mp-769176,K5YO4
mp-971,K2O
mp-1747,K2Te
mp-1184905,K
mp-769176,K5YO4
mp-8409,KYO2
mp-1747,K2Te
mp-1184905,K
mp-1184905,K
mp-784,KZn13
mp-8426,K2Se
mp-542374,KSn
mp-31212,K2MgF4
mp-1185536,KMg149
mp-1019089,KMgAs
mp-1184905,K
mp-463,KF
mp-31212,K2MgF4
mp-1019089,KMgAs
mp-1184905,K
mp-14018,K3As
mp-463,KF
mp-1019089,KMgAs
mp-1184905,K
mp-554146,K14In4O13
mp-582929,K8In11
mp-1747,K2Te
mp-1184905,K
mp-667326,K5InO4
mp-971,K2O
mp-1747,K2Te
mp-1184905,K
mp-667326,K5InO4
mp-554146,K14In4O13
mp-1747,K2Te
mp-1184905,K
mp-28424,K4P3
mp-2146,KGe
mp-1022,K2S
mp-1184905,K
mp-865782,Yb3SiO
mp-1216,YbO
mp-1184905,K
mp-162,Yb
mp-865782,Yb3SiO
mp-10651,YbSi
mp-1216,YbO
mp-1184905,K
mp-1217,KSi
mp-10651,YbSi
mp-1216,YbO
mp-1184905,K
mp-1207599,Yb2Si
mp-865782,Yb3SiO
mp-1184905,K
mp-162,Yb
mp-1207599,Yb2Si
mp-865782,Yb3SiO
mp-10651,YbSi
mp-1184905,K
mp-15379,K2SiO3
mp-1217,KSi
mp-1216,YbO
mp-1184905,K
mp-30990,K6Si2O7
mp-15379,K2SiO3
mp-1216,YbO
mp-1184905,K
mp-18700,K4SiO4
mp-971,K2O
mp-1216,YbO
mp-1184905,K
mp-18700,K4SiO4
mp-30990,K6Si2O7
mp-1216,YbO
mp-1184905,K
mp-8426,K2Se
mp-2807,ScP
mp-28424,K4P3
mp-1184905,K
mp-8426,K2Se
mp-22600,Sc3P2
mp-2807,ScP
mp-1184905,K
mp-1188800,Sc3P
mp-8426,K2Se
mp-1184905,K
mp-67,Sc
mp-1188800,Sc3P
mp-8426,K2Se
mp-22600,Sc3P2
mp-1184905,K
mp-1753,ThAs
mp-1184905,K
mp-643,ThO2
mp-37,Th
mp-14018,K3As
mp-1753,ThAs
mp-1184905,K
mp-643,ThO2
mp-1211547,K2ThO3
mp-971,K2O
mp-14018,K3As
mp-1184905,K
mp-1211547,K2ThO3
mp-14018,K3As
mp-1184905,K
mp-643,ThO2
mp-971,K2O
mp-540914,K3MnO3
mp-14018,K3As
mp-1184905,K
mp-19148,K2Mn2O3
mp-540914,K3MnO3
mp-14018,K3As
mp-1184905,K
mp-19148,K2Mn2O3
mp-14018,K3As
mp-1184905,K
mp-35,Mn
mp-541682,K3AlAs2
mp-5525,KAlO2
mp-1184905,K
mp-134,Al
mp-14018,K3As
mp-541682,K3AlAs2
mp-5525,KAlO2
mp-1184905,K
mp-9157,K3AlO3
mp-14018,K3As
mp-971,K2O
mp-1184905,K
mp-9157,K3AlO3
mp-14018,K3As
mp-5525,KAlO2
mp-1184905,K
mp-1225049,K18Na46Tl31
mp-1202778,K3Cd16
mp-1184905,K
mp-1186055,Na
mp-1225049,K18Na46Tl31
mp-1202778,K3Cd16
mp-1197369,K16Na9(Tl6Cd)3
mp-1184905,K
mp-1212012,K10Tl7
mp-1202778,K3Cd16
mp-1197369,K16Na9(Tl6Cd)3
mp-1184905,K
mp-1212012,K10Tl7
mp-1225049,K18Na46Tl31
mp-1197369,K16Na9(Tl6Cd)3
mp-1184905,K
mp-1022,K2S
mp-1184905,K
mp-30,Cu
mp-50,Ta
mp-14018,K3As
mp-504840,K4WO5
mp-1184905,K
mp-91,W
mp-971,K2O
mp-14018,K3As
mp-504840,K4WO5
mp-1184905,K
mp-1186271,NaMg149
mp-1185635,Mg149Tl
mp-1184905,K
mp-1186055,Na
